"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Hoeflea","0","1","3998.62913224049","1584.99935993769","2.52279542396641","1.33502322145672","0.603614311925549","0.603614311925549","1","Control","0.134344528710726","0.54442036836403","0"
"Hoeflea","1","2","2736.6741095598","1654.74520632062","1.65383413658281","0.725814553536823","0.395344443629501","0.395344443629501","1","Control","0.209100758396533","0.54442036836403","1"
"Hoeflea","2","3","2022.10241052282","1727.54552425046","1.17050600527599","0.227132336209572","0.145668629214583","0.145668629214583","1","Control","0.685807150595883","0.86914650294932","2"
"Hoeflea","3","4","1816.57947162431","1803.51034267756","1.00724649514754","0.0104167854397926","0.0071943612437","0.0071943612437","1","Control","0.985915492957746","0.985915492957746","3"
"Hoeflea","4","5","2170.5969920649","1882.83719735083","1.15283307293851","0.205183629834142","0.132571728315315","0.132571728315315","1","Control","0.720476706392199","0.86914650294932","4"
"Hoeflea","5","6","3256.49876898373","1965.77830254561","1.65659513321857","0.728221055384947","0.396352204622795","0.396352204622795","1","Control","0.217768147345612","0.54442036836403","5"
"Hoeflea","6","7","4170.35928833134","2052.55632072519","2.03178799345097","1.02274987221152","0.507822664951617","0.507822664951617","1","Control","0.120260021668472","0.54442036836403","6"
"Hoeflea","7","8","3557.64038239271","2143.36324777378","1.65984015359407","0.731044313427079","0.39753234801876","0.39753234801876","1","Control","0.29035752979415","0.580715059588299","7"
"Hoeflea","8","9","2661.5675376664","2238.35906091197","1.1890708618402","0.249834694039967","0.159007228171072","0.159007228171072","1","Control","0.782231852654388","0.86914650294932","8"
"Hoeflea","9","10","1961.42800280621","2337.68729983294","0.839046352754873","-0.253177580953646","-0.160953647245126","0.160953647245126","-1","NoTDA","0.75839653304442","0.86914650294932","9"
