"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Roseicyclus","0","1","2491.10978715864","2862.55347931036","0.870240435738094","-0.200514041599474","-0.129759564261906","0.129759564261906","-1","NoTDA","0.711159737417943","0.947757111597374","0"
"Roseicyclus","1","2","2276.23668713373","2305.3886581778","0.987354856223199","-0.0183594111125871","-0.0126451437768017","0.0126451437768017","-1","NoTDA","0.963894967177243","0.969365426695842","1"
"Roseicyclus","2","3","2189.47473782103","2010.11674644739","1.08922764893663","0.123305509306211","0.0819182739473575","0.0819182739473575","1","Control","0.758205689277899","0.947757111597374","2"
"Roseicyclus","3","4","2041.48886131652","2018.79849102434","1.01123954193202","0.01612478262477","0.0111146187089844","0.0111146187089844","1","Control","0.969365426695842","0.969365426695842","3"
"Roseicyclus","4","5","1782.71790974042","2327.30908332729","0.765999635592761","-0.384584389066949","-0.234000364407239","0.234000364407239","-1","NoTDA","0.215536105032823","0.538840262582057","4"
"Roseicyclus","5","6","1553.17201912444","2641.89475655119","0.587900791760532","-0.766355374027721","-0.412099208239468","0.412099208239468","-1","NoTDA","0.0568927789934354","0.284463894967177","5"
"Roseicyclus","6","7","1404.25383230616","2573.02409775299","0.54576007800801","-0.873661228612324","-0.45423992199199","0.45423992199199","-1","NoTDA","0.0361050328227571","0.284463894967177","6"
"Roseicyclus","7","8","1423.59728357562","2244.38035385473","0.634294129838816","-0.656776104272023","-0.365705870161184","0.365705870161184","-1","NoTDA","0.142231947483589","0.474106491611962","7"
"Roseicyclus","8","9","1651.60383290057","2077.61147106185","0.794953173827272","-0.33105821295176","-0.205046826172727","0.205046826172727","-1","NoTDA","0.414660831509847","0.829321663019694","8"
"Roseicyclus","9","10","1852.21846781221","2055.42906305679","0.901134707639885","-0.150185309028865","-0.0988652923601142","0.0988652923601142","-1","NoTDA","0.738512035010941","0.947757111597374","9"
