"id";"culture";"biorep";"techrep";"time";"day";"dilution";"squares";"cells";"cellsml";"log10"
"489";137;"d";"d3";"c";10;70;0.1;4;73;1825000;6.26126286879249
"490";138;"d";"d4";"a";10;70;0.1;4;113;2825000;6.45101845215546
"491";138;"d";"d4";"b";10;70;0.1;4;111;2775000;6.4432629874587
"492";138;"d";"d4";"c";10;70;0.1;4;99;2475000;6.39357520326959
"493";139;"c";"c1";"a";10;70;0.1;4;91;2275000;6.35698140099313
"494";139;"c";"c1";"b";10;70;0.1;4;75;1875000;6.27300127206374
"495";139;"c";"c1";"c";10;70;0.1;4;73;1825000;6.26126286879249
"496";140;"c";"c2";"a";10;70;0.1;4;90;2250000;6.35218251811136
"497";140;"c";"c2";"b";10;70;0.1;4;87;2175000;6.33745926129066
"498";140;"c";"c2";"c";10;70;0.1;4;77;1925000;6.28443073384452
"499";141;"c";"c3";"a";10;70;0.1;4;91;2275000;6.35698140099313
"500";141;"c";"c3";"b";10;70;0.1;4;93;2325000;6.36642295722597
"501";141;"c";"c3";"c";10;70;0.1;4;75;1875000;6.27300127206374
"502";142;"c";"c4";"a";10;70;0.1;4;60;1500000;6.17609125905568
"503";142;"c";"c4";"b";10;70;0.1;4;62;1550000;6.19033169817029
"504";142;"c";"c4";"c";10;70;0.1;4;62;1550000;6.19033169817029
