"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Marivita","0","1","6064.971053336","3228.66527494021","1.87847625469578","0.909562879381781","0.467653638154744","0.467653638154744","1","NoTDA","0.148648648648649","0.297297297297297","0"
"Marivita","1","2","6820.57080056203","4155.0581083602","1.64151032854118","0.715023827515678","0.390804929696234","0.390804929696234","1","NoTDA","0.1995841995842","0.332640332640333","1"
"Marivita","2","3","7739.80230049915","5908.01449713093","1.31005133861093","0.389623349555181","0.236671136063784","0.236671136063784","1","NoTDA","0.563409563409563","0.631785631785632","2"
"Marivita","3","4","8637.78010078508","7118.38722694513","1.21344622389867","0.2791101742214","0.175900851389104","0.175900851389104","1","NoTDA","0.714137214137214","0.714137214137214","3"
"Marivita","4","5","9095.84147965692","6412.08715877964","1.41854613863172","0.504413075457293","0.295052890585171","0.295052890585171","1","NoTDA","0.568607068607069","0.631785631785632","4"
"Marivita","5","6","8742.84546702852","4927.89693798067","1.77415347298459","0.827130815240311","0.436350904683719","0.436350904683719","1","NoTDA","0.260914760914761","0.372735372735373","5"
"Marivita","6","7","8023.76441516701","3930.76374108714","2.04127364137837","1.02946959471621","0.510109776695715","0.510109776695715","1","NoTDA","0.077962577962578","0.218295218295218","6"
"Marivita","7","8","7994.88785687409","3450.24241105296","2.31719598346546","1.21238006941483","0.568443926566599","0.568443926566599","1","NoTDA","0.0873180873180873","0.218295218295218","7"
"Marivita","8","9","9068.75535935794","3464.94435028126","2.61728744896633","1.38807238003161","0.617925038996027","0.617925038996027","1","NoTDA","0.0395010395010395","0.197505197505198","8"
"Marivita","9","10","11098.6060541595","3382.64628935775","3.2810424456962","1.71415425761717","0.695218816412535","0.695218816412535","1","NoTDA","0.0322245322245322","0.197505197505198","9"
