"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Porphyrobacter","0","1","183.115515473014","185.480875526849","0.987247418111887","-0.0185164051893782","-0.0127525818881129","0.0127525818881129","-1","TDA","0.96972860125261","0.96972860125261","0"
"Porphyrobacter","1","2","178.801352331663","173.726847471964","1.0292096756117","0.0415369250403548","0.0283806850089486","0.0283806850089486","1","NoTDA","0.943632567849687","0.96972860125261","1"
"Porphyrobacter","2","3","174.899095224365","159.907654328045","1.09375061474897","0.129283827820437","0.0857147995939558","0.0857147995939558","1","NoTDA","0.757828810020877","0.947286012526096","2"
"Porphyrobacter","3","4","171.57385787004","145.930941090136","1.17571953273477","0.233543947086844","0.149457015761268","0.149457015761268","1","NoTDA","0.524008350730689","0.748583358186699","3"
"Porphyrobacter","4","5","168.857756978935","133.819608869754","1.26183119503274","0.335518922699109","0.207500968484094","0.207500968484094","1","NoTDA","0.30062630480167","0.60125260960334","4"
"Porphyrobacter","5","6","166.719024770762","124.273978653313","1.34154411548904","0.423894497126053","0.254590297512906","0.254590297512906","1","NoTDA","0.171189979123173","0.60125260960334","5"
"Porphyrobacter","6","7","165.187742061912","118.19232241824","1.39761820972916","0.482970310530168","0.284497015680851","0.284497015680851","1","NoTDA","0.179540709812109","0.60125260960334","6"
"Porphyrobacter","7","8","164.339993776283","116.415574096521","1.41166673833543","0.49739954208036","0.291617509399458","0.291617509399458","1","NoTDA","0.206680584551148","0.60125260960334","7"
"Porphyrobacter","8","9","164.086445344243","118.270982732182","1.38737703495546","0.472359909177065","0.279215400857412","0.279215400857412","1","NoTDA","0.246346555323591","0.60125260960334","8"
"Porphyrobacter","9","10","164.227828284871","121.843507051303","1.34785867757173","0.430669238467324","0.258082455794566","0.258082455794566","1","NoTDA","0.487473903966597","0.748583358186699","9"
