"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Devosia","0","1","761.354983410147","1000.01773830815","0.761341478500392","-0.393384415349739","-0.238658521499608","0.238658521499608","-1","TDA","0.378238341968912","0.937823834196891","0"
"Devosia","1","2","946.593184986991","1019.86828154746","0.928152391944878","-0.107566396158093","-0.071847608055122","0.071847608055122","-1","TDA","0.840414507772021","0.937823834196891","1"
"Devosia","2","3","1111.47808095118","1039.8002750708","1.06893420553817","0.0961730558039533","0.0644887264164861","0.0644887264164861","1","NoTDA","0.830051813471503","0.937823834196891","2"
"Devosia","3","4","1194.88060153245","1059.6504258468","1.12761772409763","0.173278059738591","0.11317463478126","0.11317463478126","1","NoTDA","0.712953367875648","0.937823834196891","3"
"Devosia","4","5","1166.35087376276","1079.4391213699","1.08051565917174","0.111719980337824","0.0745159577173134","0.0745159577173134","1","NoTDA","0.809326424870466","0.937823834196891","4"
"Devosia","5","6","1071.93231419698","1099.29161979366","0.975111876499329","-0.0363603432955344","-0.0248881235006704","0.0248881235006704","-1","TDA","0.937823834196891","0.937823834196891","5"
"Devosia","6","7","992.520351077202","1119.27235810565","0.886754992106684","-0.173392547857957","-0.113245007893315","0.113245007893315","-1","TDA","0.578238341968912","0.937823834196891","6"
"Devosia","7","8","961.636196989454","1139.32177371727","0.844042674486874","-0.244612151980761","-0.155957325513125","0.155957325513125","-1","TDA","0.367875647668394","0.937823834196891","7"
"Devosia","8","9","995.933328880514","1159.44574400617","0.858973638075829","-0.219314239194017","-0.141026361924171","0.141026361924171","-1","TDA","0.412435233160622","0.937823834196891","8"
"Devosia","9","10","1105.86232302933","1179.79291999406","0.937335954715592","-0.0933618716202068","-0.0626640452844082","0.0626640452844082","-1","TDA","0.847668393782383","0.937823834196891","9"
