"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Roseicyclus","0","1","1001.3137504835","1761.79224110722","0.568349506326702","-0.815149707456435","-0.431650493673298","0.431650493673298","-1","TDA","0.034375","0.284722222222222","0"
"Roseicyclus","1","2","1308.41456243987","1798.93874873475","0.727325798813393","-0.459326344161637","-0.272674201186607","0.272674201186607","-1","TDA","0.153125","0.284722222222222","1"
"Roseicyclus","2","3","1359.38991928205","1836.65346140914","0.740145023459723","-0.434120115865832","-0.259854976540277","0.259854976540277","-1","TDA","0.272916666666667","0.320833333333333","2"
"Roseicyclus","3","4","1355.88646655966","1874.30385793299","0.723408032705515","-0.467118477153462","-0.276591967294485","0.276591967294485","-1","TDA","0.26875","0.320833333333333","3"
"Roseicyclus","4","5","1473.81670384093","1911.24544101907","0.771128957176267","-0.374955950283447","-0.228871042823733","0.228871042823733","-1","TDA","0.301041666666667","0.320833333333333","4"
"Roseicyclus","5","6","1528.9136731087","1946.63891561756","0.785412056053372","-0.348478351384047","-0.214587943946627","0.214587943946627","-1","TDA","0.320833333333333","0.320833333333333","5"
"Roseicyclus","6","7","1452.5870025387","1979.39803113865","0.733852908655819","-0.446437172443616","-0.266147091344182","0.266147091344182","-1","TDA","0.155208333333333","0.284722222222222","6"
"Roseicyclus","7","8","1491.62334646943","2009.44258916091","0.742307023109475","-0.429912076365762","-0.257692976890525","0.257692976890525","-1","TDA","0.144791666666667","0.284722222222222","7"
"Roseicyclus","8","9","1415.92915779563","2037.87898783263","0.694805317808166","-0.525319298890137","-0.305194682191834","0.305194682191834","-1","TDA","0.170833333333333","0.284722222222222","8"
"Roseicyclus","9","10","1017.85349978323","2065.55147624016","0.492775663783498","-1.02099708602543","-0.507224336216503","0.507224336216503","-1","TDA","0.0958333333333333","0.284722222222222","9"
