"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Acinetobacter","0","1","900.88918048952","0.0251224536031616","35859.9201622625","15.1300846557748","0.999972113713709","0.999972113713709","1","NoTDA","0.122788761706556","0.324067191913186","0"
"Acinetobacter","1","2","287.371910024628","0.0717948879951647","4002.67927215071","11.9667503043308","0.99975016734242","0.99975016734242","1","NoTDA","0.117585848074922","0.324067191913186","1"
"Acinetobacter","2","3","91.667708275563","0.204174244648702","448.968029406865","8.81046890543525","0.997772669912998","0.997772669912998","1","NoTDA","0.161290322580645","0.324067191913186","2"
"Acinetobacter","3","4","29.2405845712426","0.574363481073548","50.9095468893474","5.66986432011588","0.980357318791827","0.980357318791827","1","NoTDA","0.22684703433923","0.324067191913186","3"
"Acinetobacter","4","5","9.32719281855235","1.58418934036198","5.88767553278773","2.55769816729567","0.830153683838192","0.830153683838192","1","NoTDA","0.421436004162331","0.468262226847034","4"
"Acinetobacter","5","6","2.97514510782159","4.24413649112878","0.70100127883265","-0.512511018748698","-0.298998721167365","0.298998721167365","-1","TDA","0.720083246618106","0.720083246618106","5"
"Acinetobacter","6","7","0.948978421114314","11.037508173947","0.0859775962254132","-3.53989541397495","-0.914022403774593","0.914022403774593","-1","TDA","0.392299687825182","0.468262226847034","6"
"Acinetobacter","7","8","0.302690017296001","28.0853902664948","0.0107774901621041","-6.53583494417692","-0.989222509837898","0.989222509837898","-1","TDA","0.194588969823101","0.324067191913186","7"
"Acinetobacter","8","9","0.0965464361023211","70.5798529100997","0.00136790361727299","-9.51381770340095","-0.998632096382728","0.998632096382728","-1","TDA","0.200832466181061","0.324067191913186","8"
"Acinetobacter","9","10","0.0307944695731954","176.413121622511","0.000174558838310731","-12.4839989738805","-0.99982544116169","0.99982544116169","-1","TDA","0.215400624349636","0.324067191913186","9"
