"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Muricauda","0","1","2975.87540841136","75.6821780255547","39.3206893095298","5.29721670788639","0.974568095891502","0.974568095891502","1","NoTDA","0.341942148760331","0.789551357733176","0"
"Muricauda","1","2","2064.79685035331","105.882467542158","19.500838035638","4.28546421906122","0.948720152530241","0.948720152530241","1","NoTDA","0.325413223140496","0.789551357733176","1"
"Muricauda","2","3","1432.65159481228","148.140511439223","9.67089677829314","3.27364967642484","0.89659697307032","0.89659697307032","1","NoTDA","0.37396694214876","0.789551357733176","2"
"Muricauda","3","4","994.050742114335","207.289485622889","4.79547112159253","2.26167255693203","0.791469915125271","0.791469915125271","1","NoTDA","0.43904958677686","0.789551357733176","3"
"Muricauda","4","5","689.739347606208","290.109298136893","2.37751548135745","1.24945473532554","0.57939285449824","0.57939285449824","1","NoTDA","0.794421487603306","0.960743801652893","4"
"Muricauda","5","6","478.600574099663","406.106902406051","1.17850883908673","0.236962579172527","0.151470089291026","0.151470089291026","1","NoTDA","0.960743801652893","0.960743801652893","5"
"Muricauda","6","7","332.103235230024","568.603530292711","0.584068190816651","-0.775791279189823","-0.415931809183349","0.415931809183349","-1","TDA","0.892561983471074","0.960743801652893","6"
"Muricauda","7","8","230.451462513423","796.246540646626","0.289422246439244","-1.78875227600992","-0.710577753560756","0.710577753560756","-1","TDA","0.552685950413223","0.789551357733176","7"
"Muricauda","8","9","159.912926355058","1115.11376902003","0.143405032560571","-2.80183244098157","-0.856594967439429","0.856594967439429","-1","TDA","0.40495867768595","0.789551357733176","8"
"Muricauda","9","10","110.963686576116","1561.68075169355","0.0710540143725167","-3.81494002937471","-0.928945985627483","0.928945985627483","-1","TDA","0.53099173553719","0.789551357733176","9"
