"feature","interval.start","interval.end","avg.mod0.count","avg.mod1.count","foldChange","log2FoldChange","areaRatio","areaRatio.abs","areaRatio.sign","dominant","intervals.pvalue","adjusted.pvalue","points"
"Halomonas","0","1","55.6477897715012","418.532162691829","0.132959410845745","-2.91094220035453","-0.867040589154255","0.867040589154255","-1","TDA","0.503611971104231","0.881320949432405","0"
"Halomonas","1","2","72.2219954296408","734.720749096878","0.0982985651601868","-3.34668583171742","-0.901701434839813","0.901701434839813","-1","TDA","0.22703818369453","0.756793945648435","1"
"Halomonas","2","3","93.730399333371","685.48237303265","0.136736410768226","-2.87053063365353","-0.863263589231774","0.863263589231774","-1","TDA","0.175438596491228","0.756793945648435","2"
"Halomonas","3","4","121.637358469537","577.077164042874","0.210781791497991","-2.24617785054109","-0.789218208502009","0.789218208502009","-1","TDA","0.185758513931889","0.756793945648435","3"
"Halomonas","4","5","157.838470017266","323.024565211146","0.488626832185641","-1.03319500574336","-0.511373167814359","0.511373167814359","-1","TDA","0.497420020639835","0.881320949432405","4"
"Halomonas","5","6","204.796207401397","150.092584138901","1.36446586336252","0.448336301263824","0.267112481996691","0.267112481996691","1","NoTDA","0.819401444788442","0.881320949432405","5"
"Halomonas","6","7","265.713308926898","375.35591416327","0.707896955664645","-0.498388723803625","-0.292103044335355","0.292103044335355","-1","TDA","0.81733746130031","0.881320949432405","6"
"Halomonas","7","8","344.747241782914","438.511164212728","0.786176658470824","-0.347074564002847","-0.213823341529177","0.213823341529177","-1","TDA","0.881320949432405","0.881320949432405","7"
"Halomonas","8","9","447.288547228005","204.78477306639","2.1841885044988","1.12709737217803","0.542164058669712","0.542164058669712","1","NoTDA","0.754385964912281","0.881320949432405","8"
"Halomonas","9","10","580.323622915875","110.678860519126","5.24331042254984","2.39047796103946","0.809280794114476","0.809280794114476","1","NoTDA","0.631578947368421","0.881320949432405","9"
