	1	10	100	101	102	103	105	106	107	108	109	11	110	111	112	113	114	115	116	117	118	119	12	120	121	122	123	124	125	126	127	128	129	13	130	131	132	133	134	135	136	137	138	139	14	140	141	142	143	15	16	17	18	19	2	20	21	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	4	40	41	42	43	44	45	46	47	48	49	5	50	51	52	53	54	55	56	57	58	59	6	60	61	62	63	64	66	67	68	69	7	70	71	72	73	74	75	76	77	78	79	8	80	81	82	83	84	85	86	87	88	89	9	90	91	92	93	94	95	96	97	98	99
ASV_10	254	0	3112	278	3271	144	8370	2559	1418	3981	1209	19	1839	301	1472	762	510	1500	1060	0	705	6585	58	772	1214	1777	3595	2707	1637	6635	7007	8476	841	0	0	1269	3424	2034	1106	943	1672	2529	1715	984	3383	0	510	1728	0	582	173	569	247	529	113	56	474	824	155	224	190	0	474	306	413	40	504	1024	1867	222	1135	17	587	442	140	100	22255	6595	2624	3895	3879	725	2535	1578	4555	19925	0	280	1658	0	7023	1618	213	859	1546	728	531	180	1493	2505	788	1650	958	1471	1027	946	404	0	700	1030	344	328	846	599	617	690	0	1500	247	417	418	141	974	961	559	765	673	860	3523	204	2087	0	4694	512	0	415	278	648	4353	673
ASV_11	3801	0	910	212	1149	401	332	218	1938	100	188	618	210	275	44	1205	46	96	64	0	117	1056	1100	280	43	234	112	164	42	480	324	2031	23	0	8	104	296	1336	124	44	77	508	77	106	4712	0	389	28	0	1215	6675	1201	698	712	3711	6673	1349	8201	775	6677	7074	0	1259	588	4306	1697	1215	1564	2094	6401	2441	74	1573	13662	6779	1602	16268	3670	7084	2119	4497	2488	2664	840	3014	8047	0	300	1725	0	4638	1076	859	1150	2716	203	2192	3744	1101	2699	868	1309	1862	444	144	1981	172	39	2024	552	556	618	1630	569	1477	317	0	66	5443	54	246	70	1047	206	562	212	1022	556	878	4355	346	10	1143	427	0	151	243	359	3408	259
ASV_12	676	0	2580	331	1768	80	3028	3005	3310	3313	2769	45	4942	730	1629	324	871	940	1772	0	251	12385	73	676	1062	2290	6348	1500	697	4061	4192	8578	496	0	0	306	1879	2132	887	1737	2970	5037	1403	604	826	0	724	486	0	274	396	248	191	116	222	208	258	926	128	420	449	0	232	162	576	66	235	305	554	464	514	11	377	540	170	142	8732	1763	2186	1652	3200	1311	667	935	857	10133	0	45	407	0	6424	1483	310	1320	2519	600	480	262	1627	814	866	1129	949	1017	1095	2408	485	0	1299	2471	397	1286	1179	2467	2308	427	0	1849	265	446	442	608	3958	3181	1415	3486	906	4115	4996	272	1707	8	5105	630	0	631	584	1282	7615	981
ASV_13	15972	0	17	13	74	0	53	0	0	0	0	2506	0	0	74	0	0	25	0	0	0	0	6989	0	29	0	0	0	33	0	0	0	18	0	0	23	0	9	0	0	0	0	92	0	12697	0	0	0	0	4120	2944	2116	1679	2949	8524	1604	2565	8615	1089	3135	2565	0	1821	1389	1393	6188	951	1768	5224	1855	3174	66	2215	2446	1082	8337	924	424	85	51	254	598	139	189	335	1094	46	42	217	0	346	137	6	42	99	165	52	17782	213	196	105	848	358	52	0	12	0	44	20	67	8	30	0	10	416	27	0	40	21992	0	0	0	0	22	0	17	0	0	643	24737	29	0	117	8	12	8	0	0	12	42
ASV_14	492	0	1136	1107	634	344	364	1357	4051	175	1294	49	3505	1445	114	1150	412	120	240	0	17	4472	58	615	52	760	1882	1137	56	576	820	1330	22	0	0	28	906	847	129	144	1354	4024	127	159	325	0	317	0	0	154	350	111	81	67	234	238	80	738	48	323	401	0	146	74	2268	142	103	161	272	1030	162	9	95	894	265	90	17628	1850	7150	3349	4210	2089	1141	1111	1410	12863	0	31	434	0	6491	1232	1305	2210	4296	440	1151	367	1030	1224	1429	1058	1236	551	1310	3087	972	0	3268	5146	1873	2265	2125	4107	631	462	0	212	407	426	485	445	3996	2926	2588	1881	1594	5818	915	342	584	0	695	1116	0	182	664	1866	8344	430
ASV_15	2094	0	347	244	1369	348	2144	715	513	5672	328	381	477	53	2751	817	142	581	2343	0	404	7074	741	732	2438	1293	2261	864	1533	1842	2369	3084	2225	0	0	601	1330	2413	1086	1197	729	1355	2233	217	5588	0	166	3354	0	1294	266	531	334	803	558	141	836	995	220	286	270	0	676	394	240	632	417	447	1110	165	1410	0	894	310	94	825	19864	5773	1149	4616	3840	1366	506	1316	1089	17736	0	35	300	0	4915	766	38	538	999	366	142	2440	884	237	436	1461	540	355	495	262	364	0	410	665	241	299	269	437	514	222	0	3375	2605	154	73	198	557	801	251	706	178	594	896	3070	320	0	5384	230	0	421	247	360	1759	822
ASV_16	21	0	1557	236	1607	1267	11546	2263	1408	1132	798	0	1470	672	453	2522	395	2180	768	0	686	3090	14	795	483	2135	750	806	43	1035	868	4532	76	0	20	742	2506	1249	608	118	1969	3489	1482	585	54	0	2160	62	0	11	62	20	0	10	89	65	19	876	12	382	364	0	41	19	12244	11	48	69	85	9631	107	269	36	22504	5852	16	1048	113	5386	175	288	144	2725	80	2682	625	0	327	1092	0	5516	567	1035	545	1267	271	1350	29	548	3605	342	887	2362	504	438	387	181	18	342	257	320	173	491	82	274	234	0	2100	44	363	317	109	1078	1234	753	770	1911	1146	6076	0	1268	8	964	313	0	108	118	270	586	635
ASV_17	3034	0	96	72	80	50	13	0	1335	20	66	737	22	40	32	200	0	7	0	0	0	5	1983	1112	0	486	25	13	0	4	8	14	0	0	0	0	0	2805	165	0	45	54	0	0	7465	5	8	0	0	3154	892	1709	964	2550	2968	508	2868	2644	747	823	810	0	1424	808	1265	1539	1243	1923	3118	621	3807	42	2145	1617	679	2375	14768	199	4091	6902	9685	920	3499	2300	5122	6825	14	715	2931	0	1928	182	326	1623	3649	62	1037	4721	1100	2613	391	1056	1407	30	4	1140	578	34	1882	91	1137	961	353	511	238	53	0	23	7026	8	389	26	963	35	472	114	325	737	262	6867	78	0	20	10	9	23	29	16	184	55
ASV_18	12176	0	14	7	4	2	143	79	830	127	646	0	1220	267	149	1	1	3	0	0	8	58	0	43	19	480	334	102	21	3	10	9	0	0	0	9	13	131	21	168	255	403	62	11	1945	0	6	0	0	1134	1516	600	432	399	8230	1003	596	0	0	0	0	0	1055	597	2034	1733	914	1276	1924	1832	1101	0	0	0	0	1620	13328	1657	1629	712	3228	3605	3211	1768	3	0	0	0	3	0	11744	3020	557	1697	5055	1682	3228	6709	3669	3	8	10	3	431	305	2063	414	21	893	3227	1451	2001	2	2	3	2	0	310	6715	120	209	250	1569	2288	2112	2080	11	2	1	0	9	0	455	64	0	92	153	578	1024	314
ASV_19	0	0	3593	658	12046	491	3053	4251	0	4529	2398	0	2057	180	3486	1352	1764	4383	2053	0	713	1770	0	0	515	380	376	481	393	1026	682	462	1024	0	0	1076	276	179	517	942	1723	1858	1280	219	135	0	122	1819	0	18	0	14	0	10	0	0	38	10	30	4	0	0	103	103	0	0	17	37	270	0	86	0	159	4	0	0	1763	2482	0	0	26	1307	0	78	37	604	0	0	19	0	3657	1844	0	0	49	1170	61	0	557	161	206	580	462	7409	2741	0	38	0	140	988	123	384	178	63	3326	1724	0	3608	0	496	0	226	611	884	443	1739	159	135	6629	0	3758	0	4699	452	0	1344	504	1046	1934	2920
ASV_20	324	0	16	114	122	159	3233	171	325	31	118	126	2040	271	13	144	12	17	44	0	76	2044	367	71	21	163	1402	236	0	48	126	1102	0	0	0	85	367	114	42	34	612	760	15	0	551	0	175	0	0	97	431	112	128	62	463	681	81	1158	33	461	435	0	129	19	617	340	111	139	176	843	235	4	52	898	193	345	11263	695	9452	3046	8253	2904	3665	2472	1776	6018	0	86	825	0	5396	594	1058	1570	6865	480	1707	976	1801	734	836	171	510	167	486	722	341	0	848	3552	613	1386	725	616	89	16	0	69	773	160	101	90	751	1974	428	553	259	926	130	946	29	41	7567	133	0	43	158	1661	2297	101
ASV_21	1663	0	466	94	578	0	147	102	938	0	79	327	99	129	0	609	0	58	0	0	0	465	610	142	0	117	65	83	0	226	221	1085	0	0	0	63	183	677	59	0	47	248	0	0	2395	0	256	0	0	601	3417	573	331	335	1987	3553	641	4290	368	3386	3616	0	645	256	2127	773	552	750	1187	3345	1337	0	935	6845	3302	852	8178	1857	3521	1109	2165	1326	1189	403	1479	4220	0	148	893	0	2411	552	490	573	1320	105	1132	2058	824	1488	438	702	900	241	91	1012	81	0	1060	300	262	323	765	331	804	154	7	33	2730	0	122	0	555	74	300	115	503	318	495	2209	185	0	546	227	8	70	113	177	1786	117
ASV_22	0	0	3841	0	0	0	0	0	21409	0	0	0	0	55	0	1445	0	0	0	0	0	14	0	13191	0	0	0	1026	0	9562	24	19	6	0	0	0	0	7545	600	0	0	1993	0	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	9	0	0	0	0	0	0	0	0	0	251	0	0	0	8	0	0	19	0	0	0	0	0	24452	0	0	0	0	0	0	871	0	0	0	0	0	0	0	2482	0	17	0	56	0	2504	14	27	0	11	0	0	0	0	0	0	0	486	0
ASV_23	3180	0	484	572	823	197	461	418	886	1822	835	324	1082	126	610	914	342	215	645	0	268	1633	512	561	1148	759	968	428	233	827	696	892	136	0	0	371	336	941	300	406	815	1350	313	263	1181	0	94	165	0	433	388	350	174	290	961	261	280	1047	166	454	368	0	295	144	354	317	227	321	516	450	517	0	324	683	174	617	2481	816	839	245	615	464	3419	302	3419	2470	0	178	1264	0	2302	644	112	223	453	294	1060	1868	465	1805	268	1302	1586	724	151	748	208	0	706	1058	385	699	286	280	252	485	0	972	1732	65	179	161	777	666	568	879	189	489	538	1059	438	0	809	286	0	450	312	865	502	1050
ASV_24	0	0	625	377	1648	573	1303	4048	30	3315	2351	0	1966	17	5678	132	919	1145	4804	0	778	1847	0	21	1149	1567	918	32	1708	297	1146	426	2539	0	0	1276	718	344	792	2829	950	91	3394	83	96	0	88	3274	0	59	6	16	18	56	14	3	79	23	29	10	7	0	112	63	16	0	66	109	250	6	78	0	56	0	0	0	349	92	0	18	46	204	0	55	8	186	0	0	0	0	960	236	0	41	227	223	7	28	288	16	82	36	25	3042	111	0	29	0	133	481	0	328	0	57	73	30	0	4287	18	59	0	94	561	643	25	1377	9	271	135	18	258	0	2315	658	0	777	238	551	66	3001
ASV_25	212	0	706	86	333	360	207	38	3716	19	23	40	26	190	0	1491	23	66	99	0	10	156	89	1098	12	90	34	347	0	401	75	1476	0	0	0	0	40	2660	163	0	22	686	0	64	69	0	182	0	0	0	54	0	0	0	240	60	24	308	27	151	118	0	14	0	723	170	12	12	17	255	15	0	14	1922	731	104	544	114	4567	117	121	72	876	31	973	416	0	161	735	0	438	154	1474	63	141	17	631	338	61	986	79	539	1201	0	63	2388	60	0	257	122	415	102	1183	190	240	318	0	0	385	16	392	0	191	59	490	52	1195	241	536	305	426	0	145	0	0	0	27	0	1238	26
ASV_26	1514	0	0	0	149	0	42	0	0	0	0	335	31	0	0	0	0	31	0	0	0	0	1037	0	33	0	0	0	0	0	0	38	0	0	0	0	0	0	22	0	0	0	0	0	1390	0	0	0	0	384	444	324	180	207	1249	245	285	1204	205	495	369	0	494	211	280	970	335	386	680	78	632	0	559	405	87	1336	1258	92	31	50	158	632	228	277	1036	754	0	58	373	0	798	77	0	22	240	175	98	3016	222	806	158	662	475	41	0	0	0	22	111	278	77	158	0	0	293	33	0	0	2798	0	0	0	90	139	102	108	0	0	168	4852	37	0	101	0	0	0	0	30	0	0
ASV_27	5	0	151	0	155	0	37	0	95	0	0	0	13	0	0	475	0	38	20	0	0	0	0	50	0	0	28	40	0	0	0	65	0	0	0	0	0	53	0	0	0	187	0	0	0	0	12	0	0	0	6	0	0	0	11	0	6	51	0	17	17	0	0	0	1883	0	13	15	0	3061	15	42	0	2362	1250	0	203	9	2741	79	182	20	4670	11	5421	60	0	160	1013	0	189	0	995	54	276	0	1623	29	45	2310	8	433	569	0	0	317	0	0	65	0	192	0	360	0	65	86	0	0	0	0	89	0	86	0	272	0	348	20	119	45	64	0	17	0	0	8	0	0	178	0
ASV_28	65	0	0	0	0	74	827	0	80	0	37	32	540	62	0	0	0	0	0	0	0	491	83	0	0	40	354	53	0	0	36	272	0	0	0	0	112	0	0	0	132	207	0	0	131	0	38	0	0	0	123	28	0	0	119	174	28	289	0	133	95	0	0	0	151	89	37	34	36	225	57	0	16	254	43	78	2980	174	2430	824	2183	760	938	586	492	1654	0	0	203	0	1502	155	259	345	1772	119	465	256	356	167	178	53	136	45	127	188	99	0	209	854	159	343	174	155	0	0	0	0	189	0	25	0	170	566	93	153	48	221	0	218	0	0	1918	31	0	0	40	442	619	25
ASV_29	1890	0	0	0	127	0	43	0	0	0	0	354	0	0	0	0	0	17	0	0	29	0	731	0	30	0	0	0	34	0	0	25	0	0	0	53	0	0	0	0	0	0	51	0	1540	0	0	0	0	506	368	304	143	296	1420	239	315	987	116	448	322	0	285	146	332	491	185	256	548	303	505	9	304	394	114	937	959	173	100	137	231	108	289	94	557	638	0	25	208	0	425	46	0	36	99	29	73	1945	39	232	38	234	243	28	0	0	0	0	0	0	0	0	0	0	102	0	0	50	1674	0	0	0	0	13	0	0	0	0	196	2364	14	0	242	0	0	0	0	0	0	0
ASV_30	7	0	1436	371	1058	196	261	24	42	23	372	0	1115	511	100	870	207	300	141	0	153	77	0	2	3	456	1080	642	153	1080	892	1661	31	0	0	191	33	9	7	347	597	1840	237	571	8	0	212	29	0	3	24	4	0	0	1	28	5	0	0	0	0	0	5	3	11	0	0	15	12	8	30	0	0	0	0	0	193	108	20	30	100	36	14	13	82	0	0	0	20	0	307	42	17	96	67	59	12	2	0	121	9	239	82	394	15	49	5	0	12	94	252	25	706	18	257	234	0	229	7	3	12	12	88	108	498	150	514	34	264	0	292	0	427	3	0	0	97	505	1961	405
ASV_31	0	0	0	0	0	13280	0	0	0	0	0	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_32	0	0	341	246	733	0	1157	796	724	0	830	0	0	0	431	155	455	276	404	0	247	1187	0	142	130	152	0	126	180	271	458	442	207	0	0	243	402	253	0	0	0	524	584	152	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	135	0	0	0	0	0	0	0	750	0	0	0	0	600	349	0	0	0	0	0	0	96	0	132	0	0	1340	349	115	0	0	0	137	0	165	0	132	0	134	0	1267	0	157	0	0	0	211	0	408	0	394	0	0	487	0	2996	0	0	141	0	0	301	590
ASV_33	680	0	0	0	2319	110	263	27	0	152	16	59	0	0	127	46	0	467	577	0	40	126	164	0	180	0	0	0	75	16	0	537	468	0	0	119	0	0	82	0	0	0	96	0	276	0	55	618	0	96	101	49	41	62	237	44	72	236	33	125	77	0	51	29	59	92	53	50	130	95	119	0	85	125	61	248	565	1243	21	66	223	51	257	56	510	622	0	64	294	0	344	587	0	24	102	22	124	297	34	397	45	590	582	262	129	0	0	0	0	23	32	0	28	0	427	681	0	417	263	29	0	11	0	22	23	22	20	0	745	425	508	0	717	0	0	57	6	0	0	101
ASV_34	554	0	249	32	118	82	247	75	469	855	432	29	318	81	747	62	57	51	98	0	85	247	84	70	390	149	110	23	160	87	110	80	195	0	0	152	56	445	152	54	375	164	667	29	365	0	19	344	0	133	51	67	37	100	305	24	142	164	37	57	49	0	97	70	41	138	73	116	180	35	212	0	169	73	45	140	721	160	220	124	262	155	125	109	115	677	0	8	49	0	422	101	26	65	152	59	41	253	90	162	61	128	195	116	32	61	26	0	184	170	158	204	55	66	201	61	0	417	279	9	33	82	308	173	220	425	109	153	219	396	147	0	491	14	0	145	32	93	281	268
ASV_35	490	0	280	165	236	43	427	183	618	45	180	22	271	81	0	315	66	62	73	0	112	881	55	366	0	210	454	381	0	727	372	1243	0	0	0	141	168	471	64	69	233	652	0	197	27	0	83	0	0	0	48	0	0	0	51	28	0	95	0	25	0	0	15	0	36	63	0	14	25	23	20	0	0	27	0	103	758	60	235	88	153	80	194	71	163	513	0	0	64	0	398	70	24	63	131	42	90	130	24	86	76	64	78	133	80	235	78	0	154	240	130	335	154	181	59	115	0	53	183	21	70	43	240	123	177	188	93	223	142	283	85	0	800	149	0	65	96	165	644	130
ASV_36	1143	0	141	0	65	0	355	55	0	782	97	62	104	12	277	18	21	34	71	0	106	139	98	0	318	62	74	9	243	150	151	43	48	0	0	201	68	95	100	115	43	0	212	58	1370	0	9	72	0	456	193	91	203	260	253	52	248	434	90	148	227	0	202	231	223	112	148	367	685	175	322	14	191	198	100	176	475	61	20	35	55	69	31	70	206	531	0	16	55	0	375	43	4	15	51	59	13	405	95	192	51	96	105	64	11	0	6	0	11	51	0	22	31	15	129	43	0	179	480	9	0	22	60	56	48	142	23	23	484	329	72	0	261	4	0	86	16	24	52	60
ASV_37	0	0	0	0	0	0	0	0	54	0	0	0	0	39	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1098	0	0	0	0	1868	0	0	0	1361	692	0	0	0	1578	0	101	0	2363	0	2674	0	0	71	448	0	77	0	483	0	154	0	776	0	0	1277	0	249	328	0	0	140	0	0	0	0	90	0	183	0	0	0	0	0	53	0	57	0	39	0	149	9	154	0	61	0	28	0	0	0	0	0	11	0	101	0
ASV_38	1807	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	0	0	282	65	126	92	205	1152	39	262	194	66	95	77	0	85	62	0	642	50	70	103	0	146	0	124	0	0	862	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1739	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1926	0	0	0	0	0	0	0	0	0	0	2962	0	0	0	0	0	0	0	0	0	0
ASV_39	1732	0	0	0	301	0	55	0	0	246	0	80	0	0	83	0	0	103	79	0	15	0	252	0	264	0	0	0	11	0	0	37	51	0	0	0	0	30	74	0	16	0	101	0	459	0	16	74	0	174	107	142	69	217	1089	71	164	410	110	114	149	0	192	79	128	218	204	162	372	130	333	17	225	239	80	292	496	90	21	77	80	156	31	75	40	325	0	20	37	0	281	53	0	58	84	50	0	543	104	72	49	89	90	44	11	0	0	0	23	37	0	22	0	0	80	11	0	186	668	0	0	15	22	29	0	12	0	0	129	646	11	0	61	0	0	28	0	0	0	35
ASV_40	177	0	86	48	356	0	138	72	0	237	103	47	187	0	127	47	39	56	53	0	32	276	127	0	127	65	163	98	87	147	156	72	26	0	0	61	82	20	54	57	118	188	123	61	254	0	6	67	0	38	92	48	27	58	141	56	56	229	17	87	74	0	83	24	85	73	38	65	120	84	107	0	91	91	45	172	633	52	13	101	122	91	519	95	199	499	0	27	140	0	326	37	0	43	50	41	186	452	103	73	45	143	187	97	15	0	59	0	112	181	69	78	30	29	60	41	0	106	568	12	0	21	179	146	104	102	0	77	242	530	54	0	231	23	0	103	56	147	107	89
ASV_41	1349	0	0	0	101	0	42	0	0	102	0	191	0	0	30	0	0	18	21	0	17	0	493	0	276	0	0	0	37	0	0	13	16	0	0	45	0	11	20	0	0	0	27	0	539	0	0	17	0	162	25	58	28	284	585	41	212	197	49	83	53	0	74	39	55	286	98	68	139	61	192	3	161	107	65	528	197	95	15	9	12	74	60	25	131	201	10	0	30	0	172	23	2	7	7	0	0	1189	10	37	18	45	46	8	0	0	0	0	0	11	0	0	0	0	10	0	0	40	1445	0	0	0	0	0	0	0	0	0	56	1443	3	0	109	0	0	8	0	0	0	14
